No,Date,C/code,Customer_name,Customer_address,Item_code,Product_name,Orignal_price,CTN,PCS,Total_discount,Discount_price,PCS_in_CTN,Price_per_PCS,Discount_per_piece,Month,Price Range,Has_Discount
65,2021-09-20,9389,SADAQAT JUICE,DALAZAQ ROAD  NEAR ALHAMRA,1772,DEEN'S SLICE CHEESE 1 KG,14400,0,1,0,900,16,900.0,0.0,9,Low,0
66,2021-09-20,2213,AL HAMRA SUPER STORE,DILZAQ ROAD,1762,DEEN'S PIZZA CHEESE 200GM,24050,0,6,111,2109,72,334.02777777777777,18.5,9,Low,1
67,2021-09-20,2369,SHABIR G/S,FAQERA ABAD,1758,DEEN'S CHEDDAR 200GM,20150,0,2,0,620,72,279.8611111111111,0.0,9,Low,0
67,2021-09-20,2369,SHABIR G/S,FAQERA ABAD,1760,DEEN'S MOZARELLA 200GM,22425,0,2,0,690,72,311.4583333333333,0.0,9,Low,0
68,2021-09-20,2330,NAWAZ GENERAL STORE,FAQERA ABAD,1758,DEEN'S CHEDDAR 200GM,20150,0,2,0,620,72,279.8611111111111,0.0,9,Low,0
68,2021-09-20,2330,NAWAZ GENERAL STORE,FAQERA ABAD,1760,DEEN'S MOZARELLA 200GM,22425,0,2,0,690,72,311.4583333333333,0.0,9,Low,0
69,2021-09-20,2056,PESHAWRI G/S,Warsak Road,1763,DEEN'S SLICE CHEESE 200GM,23600,0,2,0,590,80,295.0,0.0,9,Low,0
70,2021-09-20,9300,MOTI MEHAL BAKERS,MINHASH TAWAR WARSAK ROAD,1770,DEEN'S CHADDER CHEESE BLOCK 2K,14500,0,2,200,2700,10,1450.0,100.0,9,Low,1
70,2021-09-20,9300,MOTI MEHAL BAKERS,MINHASH TAWAR WARSAK ROAD,1772,DEEN'S SLICE CHEESE 1 KG,14400,0,1,0,900,16,900.0,0.0,9,Low,0
71,2021-09-20,8982,ASIF NAWAZ,NOWSHERA,1758,DEEN'S CHEDDAR 200GM,20150,0,1,0,310,72,279.8611111111111,0.0,9,Low,0
71,2021-09-20,8982,ASIF NAWAZ,NOWSHERA,1760,DEEN'S MOZARELLA 200GM,22425,0,1,0,345,72,311.4583333333333,0.0,9,Low,0
72,2021-09-20,2391,SEVEN SUPER STORE,WARSAK ROAD,1758,DEEN'S CHEDDAR 200GM,20150,0,6,0,1860,72,279.8611111111111,0.0,9,Low,0
72,2021-09-20,2391,SEVEN SUPER STORE,WARSAK ROAD,1760,DEEN'S MOZARELLA 200GM,22425,0,6,0,2070,72,311.4583333333333,0.0,9,Low,0
72,2021-09-20,2391,SEVEN SUPER STORE,WARSAK ROAD,1762,DEEN'S PIZZA CHEESE 200GM,24050,0,3,0,1110,72,334.02777777777777,0.0,9,Low,0
72,2021-09-20,2391,SEVEN SUPER STORE,WARSAK ROAD,1763,DEEN'S SLICE CHEESE 200GM,23600,0,3,0,885,80,295.0,0.0,9,Low,0
73,2021-09-20,9296,WARSAK MALL,WARSAK ROAD,1758,DEEN'S CHEDDAR 200GM,20150,0,6,0,1860,72,279.8611111111111,0.0,9,Low,0
73,2021-09-20,9296,WARSAK MALL,WARSAK ROAD,1760,DEEN'S MOZARELLA 200GM,22425,0,6,0,2070,72,311.4583333333333,0.0,9,Low,0
73,2021-09-20,9296,WARSAK MALL,WARSAK ROAD,1762,DEEN'S PIZZA CHEESE 200GM,24050,0,6,0,2220,72,334.02777777777777,0.0,9,Low,0
73,2021-09-20,9296,WARSAK MALL,WARSAK ROAD,1763,DEEN'S SLICE CHEESE 200GM,23600,0,6,0,1770,80,295.0,0.0,9,Low,0
74,2021-09-20,9565,GUL S/S,IJAZ ABAD,1760,DEEN'S MOZARELLA 200GM,22425,0,3,0,1035,72,311.4583333333333,0.0,9,Low,0
75,2021-09-20,8942,JANI COUN,SADAR,1770,DEEN'S CHADDER CHEESE BLOCK 2K,14500,1,10,1000,13500,10,1450.0,100.0,9,Low,1
75,2021-09-20,8942,JANI COUN,SADAR,1771,DEEN'S MOZRELLA CHEESE BLOCK,19250,1,10,750,18500,10,1925.0,75.0,9,Low,1
76,2021-09-20,8992,PIZZA FLAME,IBRAHIM MARKET,1770,DEEN'S CHADDER CHEESE BLOCK 2K,14500,0,2,200,2700,10,1450.0,100.0,9,Low,1
76,2021-09-20,8992,PIZZA FLAME,IBRAHIM MARKET,1771,DEEN'S MOZRELLA CHEESE BLOCK,19250,0,2,150,3700,10,1925.0,75.0,9,Low,1
77,2021-09-20,3452,KOKANE,ZUNGALI MARKET,1770,DEEN'S CHADDER CHEESE BLOCK 2K,14500,0,2,200,2700,10,1450.0,100.0,9,Low,1
77,2021-09-20,3452,KOKANE,ZUNGALI MARKET,1771,DEEN'S MOZRELLA CHEESE BLOCK,19250,0,1,75,1850,10,1925.0,75.0,9,Low,1
78,2021-09-20,9557,SHAHZAD G/S,ZUNGALI MARKET,1761,DEEN'S MOZARELLA 400GM,23400,0,1,50,600,36,650.0,50.0,9,Low,1
79,2021-09-20,2069,CHIEF BURGER,UNIVERSITY ROAD,1770,DEEN'S CHADDER CHEESE BLOCK 2K,14500,1,10,1000,13500,10,1450.0,100.0,9,Low,1
80,2021-09-21,9929,I B TRDER,UNIVERSITY ROAD,1758,DEEN'S CHEDDAR 200GM,20150,1,72,1410,18740,72,279.8611111111111,19.583333333333332,9,Low,1
80,2021-09-21,9929,I B TRDER,UNIVERSITY ROAD,1760,DEEN'S MOZARELLA 200GM,22425,1,72,1569,20856,72,311.4583333333333,21.791666666666668,9,Low,1
80,2021-09-21,9929,I B TRDER,UNIVERSITY ROAD,1763,DEEN'S SLICE CHEESE 200GM,23600,1,80,1652,21948,80,295.0,20.65,9,Low,1
80,2021-09-21,9929,I B TRDER,UNIVERSITY ROAD,1770,DEEN'S CHADDER CHEESE BLOCK 2K,14500,1,10,1015,13485,10,1450.0,101.5,9,Low,1
80,2021-09-21,9929,I B TRDER,UNIVERSITY ROAD,1771,DEEN'S MOZRELLA CHEESE BLOCK,19250,1,10,1347,17903,10,1925.0,134.7,9,Low,1
80,2021-09-21,9929,I B TRDER,UNIVERSITY ROAD,1762,DEEN'S PIZZA CHEESE 200GM,24050,0,50,1295,17205,72,334.02777777777777,25.9,9,Low,1
81,2021-09-21,9556,EASY MART,ZANGAL MARKET,1760,DEEN'S MOZARELLA 200GM,22425,0,1,0,345,72,311.4583333333333,0.0,9,Low,0
81,2021-09-21,9556,EASY MART,ZANGAL MARKET,1762,DEEN'S PIZZA CHEESE 200GM,24050,0,1,0,370,72,334.02777777777777,0.0,9,Low,0
81,2021-09-21,9556,EASY MART,ZANGAL MARKET,1763,DEEN'S SLICE CHEESE 200GM,23600,0,1,0,295,80,295.0,0.0,9,Low,0
82,2021-09-21,2118,TOP TOWN,TORANGZAI MARKET HAYATBAD,1758,DEEN'S CHEDDAR 200GM,20150,0,3,27,903,72,279.8611111111111,9.0,9,Low,1
82,2021-09-21,2118,TOP TOWN,TORANGZAI MARKET HAYATBAD,1763,DEEN'S SLICE CHEESE 200GM,23600,0,5,44,1431,80,295.0,8.8,9,Low,1
83,2021-09-21,9451,ZAFAR G/S,HAYATABAD TURANGZAI MARKET,1758,DEEN'S CHEDDAR 200GM,20150,0,1,0,310,72,279.8611111111111,0.0,9,Low,0
83,2021-09-21,9451,ZAFAR G/S,HAYATABAD TURANGZAI MARKET,1762,DEEN'S PIZZA CHEESE 200GM,24050,0,2,0,740,72,334.02777777777777,0.0,9,Low,0
83,2021-09-21,9451,ZAFAR G/S,HAYATABAD TURANGZAI MARKET,1763,DEEN'S SLICE CHEESE 200GM,23600,0,3,0,885,80,295.0,0.0,9,Low,0
84,2021-09-21,2128,BROTHERS G/STORE,IBRAHIMI MARKET,1758,DEEN'S CHEDDAR 200GM,20150,0,2,0,620,72,279.8611111111111,0.0,9,Low,0
84,2021-09-21,2128,BROTHERS G/STORE,IBRAHIMI MARKET,1762,DEEN'S PIZZA CHEESE 200GM,24050,0,1,0,370,72,334.02777777777777,0.0,9,Low,0
84,2021-09-21,2128,BROTHERS G/STORE,IBRAHIMI MARKET,1763,DEEN'S SLICE CHEESE 200GM,23600,0,3,0,885,80,295.0,0.0,9,Low,0
85,2021-09-21,2206,INSAF SUPER STORE,NAWAB MARKET,1758,DEEN'S CHEDDAR 200GM,20150,0,1,0,310,72,279.8611111111111,0.0,9,Low,0
85,2021-09-21,2206,INSAF SUPER STORE,NAWAB MARKET,1760,DEEN'S MOZARELLA 200GM,22425,0,2,0,690,72,311.4583333333333,0.0,9,Low,0
85,2021-09-21,2206,INSAF SUPER STORE,NAWAB MARKET,1762,DEEN'S PIZZA CHEESE 200GM,24050,0,1,0,370,72,334.02777777777777,0.0,9,Low,0
86,2021-09-21,2023,ARYANA S/S,Nawab Market,1758,DEEN'S CHEDDAR 200GM,20150,0,2,0,620,72,279.8611111111111,0.0,9,Low,0
86,2021-09-21,2023,ARYANA S/S,Nawab Market,1760,DEEN'S MOZARELLA 200GM,22425,0,8,0,2760,72,311.4583333333333,0.0,9,Low,0
86,2021-09-21,2023,ARYANA S/S,Nawab Market,1762,DEEN'S PIZZA CHEESE 200GM,24050,0,2,0,740,72,334.02777777777777,0.0,9,Low,0
87,2021-09-21,2148,FRIENDS SUPER STORE,NAWAB MARKET,1760,DEEN'S MOZARELLA 200GM,22425,0,4,0,1380,72,311.4583333333333,0.0,9,Low,0
88,2021-09-21,9415,ASAD G/S,BANGASH MARKET,1762,DEEN'S PIZZA CHEESE 200GM,24050,0,2,0,740,72,334.02777777777777,0.0,9,Low,0
88,2021-09-21,9415,ASAD G/S,BANGASH MARKET,1763,DEEN'S SLICE CHEESE 200GM,23600,0,2,0,590,80,295.0,0.0,9,Low,0
89,2021-09-21,3438,AFRIDI GENERAL STORE,BANGESH MARKET,1758,DEEN'S CHEDDAR 200GM,20150,0,2,0,620,72,279.8611111111111,0.0,9,Low,0
89,2021-09-21,3438,AFRIDI GENERAL STORE,BANGESH MARKET,1760,DEEN'S MOZARELLA 200GM,22425,0,2,0,690,72,311.4583333333333,0.0,9,Low,0
89,2021-09-21,3438,AFRIDI GENERAL STORE,BANGESH MARKET,1763,DEEN'S SLICE CHEESE 200GM,23600,0,2,0,590,80,295.0,0.0,9,Low,0
90,2021-09-21,8898,SS SUPER STORE,COL SHER KHAN MARKET,1758,DEEN'S CHEDDAR 200GM,20150,0,3,0,930,72,279.8611111111111,0.0,9,Low,0
90,2021-09-21,8898,SS SUPER STORE,COL SHER KHAN MARKET,1760,DEEN'S MOZARELLA 200GM,22425,0,4,0,1380,72,311.4583333333333,0.0,9,Low,0
90,2021-09-21,8898,SS SUPER STORE,COL SHER KHAN MARKET,1762,DEEN'S PIZZA CHEESE 200GM,24050,0,3,0,1110,72,334.02777777777777,0.0,9,Low,0
90,2021-09-21,8898,SS SUPER STORE,COL SHER KHAN MARKET,1763,DEEN'S SLICE CHEESE 200GM,23600,0,1,0,295,80,295.0,0.0,9,Low,0
91,2021-09-21,9903,CHIL & GRILL 0312.9553655,MOHMAD ZAI,1770,DEEN'S CHADDER CHEESE BLOCK 2K,14500,0,3,300,4050,10,1450.0,100.0,9,Low,1
91,2021-09-21,9903,CHIL & GRILL 0312.9553655,MOHMAD ZAI,1771,DEEN'S MOZRELLA CHEESE BLOCK,19250,0,3,225,5550,10,1925.0,75.0,9,Low,1
92,2021-09-21,8992,PIZZA FLAME,IBRAHIM MARKET,1770,DEEN'S CHADDER CHEESE BLOCK 2K,14500,0,1,100,1350,10,1450.0,100.0,9,Low,1
92,2021-09-21,8992,PIZZA FLAME,IBRAHIM MARKET,1771,DEEN'S MOZRELLA CHEESE BLOCK,19250,0,1,75,1850,10,1925.0,75.0,9,Low,1
93,2021-09-21,9030,CAFE 24,RASHAQAI,1770,DEEN'S CHADDER CHEESE BLOCK 2K,14500,0,8,0,11600,10,1450.0,0.0,9,Low,0
93,2021-09-21,9030,CAFE 24,RASHAQAI,1771,DEEN'S MOZRELLA CHEESE BLOCK,19250,0,4,0,7700,10,1925.0,0.0,9,Low,0
94,2021-09-22,2032,PASHA JUICE,Nasir Bagh,1758,DEEN'S CHEDDAR 200GM,20150,0,4,62,1178,72,279.8611111111111,15.5,9,Low,1
94,2021-09-22,2032,PASHA JUICE,Nasir Bagh,1760,DEEN'S MOZARELLA 200GM,22425,0,8,138,2622,72,311.4583333333333,17.25,9,Low,1
94,2021-09-22,2032,PASHA JUICE,Nasir Bagh,1762,DEEN'S PIZZA CHEESE 200GM,24050,0,8,148,2812,72,334.02777777777777,18.5,9,Low,1
95,2021-09-22,9448,GALAXY MART,NASIR BAGH ROAD,1761,DEEN'S MOZARELLA 400GM,23400,0,4,0,2600,36,650.0,0.0,9,Low,0
95,2021-09-22,9448,GALAXY MART,NASIR BAGH ROAD,1759,DEEN'S CHEDDAR 400GM,20700,0,4,0,2300,36,575.0,0.0,9,Low,0
95,2021-09-22,9448,GALAXY MART,NASIR BAGH ROAD,1762,DEEN'S PIZZA CHEESE 200GM,24050,0,4,0,1480,72,334.02777777777777,0.0,9,Low,0
96,2021-09-22,2171,ASKARI 6,NASIR BAGH ROAD,1763,DEEN'S SLICE CHEESE 200GM,23600,0,6,53,1717,80,295.0,8.833333333333334,9,Low,1
97,2021-09-22,2034,ALYANZ SUPER STORE,Askari 6,1758,DEEN'S CHEDDAR 200GM,20150,0,4,37,1203,72,279.8611111111111,9.25,9,Low,1
97,2021-09-22,2034,ALYANZ SUPER STORE,Askari 6,1760,DEEN'S MOZARELLA 200GM,22425,0,4,41,1339,72,311.4583333333333,10.25,9,Low,1
97,2021-09-22,2034,ALYANZ SUPER STORE,Askari 6,1762,DEEN'S PIZZA CHEESE 200GM,24050,0,4,44,1436,72,334.02777777777777,11.0,9,Low,1
97,2021-09-22,2034,ALYANZ SUPER STORE,Askari 6,1763,DEEN'S SLICE CHEESE 200GM,23600,0,4,35,1145,80,295.0,8.75,9,Low,1
98,2021-09-22,2046,TAJAMUL G/S,University Town,1758,DEEN'S CHEDDAR 200GM,20150,0,3,0,930,72,279.8611111111111,0.0,9,Low,0
98,2021-09-22,2046,TAJAMUL G/S,University Town,1760,DEEN'S MOZARELLA 200GM,22425,0,3,0,1035,72,311.4583333333333,0.0,9,Low,0
98,2021-09-22,2046,TAJAMUL G/S,University Town,1762,DEEN'S PIZZA CHEESE 200GM,24050,0,3,0,1110,72,334.02777777777777,0.0,9,Low,0
98,2021-09-22,2046,TAJAMUL G/S,University Town,1763,DEEN'S SLICE CHEESE 200GM,23600,0,2,0,590,80,295.0,0.0,9,Low,0
99,2021-09-22,2043,GUL SUPER STORE,University Town,1760,DEEN'S MOZARELLA 200GM,22425,0,6,103,1967,72,311.4583333333333,17.166666666666668,9,Low,1
99,2021-09-22,2043,GUL SUPER STORE,University Town,1763,DEEN'S SLICE CHEESE 200GM,23600,0,6,88,1682,80,295.0,14.666666666666666,9,Low,1
100,2021-09-22,5421,TOWN LIGHT BAKER,OLD BARA ROAD,1758,DEEN'S CHEDDAR 200GM,20150,0,2,0,620,72,279.8611111111111,0.0,9,Low,0
100,2021-09-22,5421,TOWN LIGHT BAKER,OLD BARA ROAD,1763,DEEN'S SLICE CHEESE 200GM,23600,0,3,0,885,80,295.0,0.0,9,Low,0
101,2021-09-22,2380,NOOR BAKER'S,OLD BARA ROAD,1762,DEEN'S PIZZA CHEESE 200GM,24050,0,4,0,1480,72,334.02777777777777,0.0,9,Low,0
102,2021-09-22,8992,PIZZA FLAME,IBRAHIM MARKET,1770,DEEN'S CHADDER CHEESE BLOCK 2K,14500,0,2,200,2700,10,1450.0,100.0,9,Low,1
102,2021-09-22,8992,PIZZA FLAME,IBRAHIM MARKET,1771,DEEN'S MOZRELLA CHEESE BLOCK,19250,0,2,150,3700,10,1925.0,75.0,9,Low,1
103,2021-09-23,9448,GALAXY MART,NASIR BAGH ROAD,1759,DEEN'S CHEDDAR 400GM,20700,0,4,0,2300,36,575.0,0.0,9,Low,0
103,2021-09-23,9448,GALAXY MART,NASIR BAGH ROAD,1761,DEEN'S MOZARELLA 400GM,23400,0,4,0,2600,36,650.0,0.0,9,Low,0
103,2021-09-23,9448,GALAXY MART,NASIR BAGH ROAD,1763,DEEN'S SLICE CHEESE 200GM,23600,0,4,0,1180,80,295.0,0.0,9,Low,0
104,2021-09-23,2136,MOHMAND G/S,SUPER MARKET,1758,DEEN'S CHEDDAR 200GM,20150,0,2,0,620,72,279.8611111111111,0.0,9,Low,0
104,2021-09-23,2136,MOHMAND G/S,SUPER MARKET,1760,DEEN'S MOZARELLA 200GM,22425,0,2,0,690,72,311.4583333333333,0.0,9,Low,0
104,2021-09-23,2136,MOHMAND G/S,SUPER MARKET,1763,DEEN'S SLICE CHEESE 200GM,23600,0,2,0,590,80,295.0,0.0,9,Low,0
105,2021-09-23,2354,HASSAN  GENERAL STORE,SUPER MARKET,1763,DEEN'S SLICE CHEESE 200GM,23600,0,3,0,885,80,295.0,0.0,9,Low,0
106,2021-09-23,2105,CAKE MAHAL BAKERS,M ZAI MARKET,1758,DEEN'S CHEDDAR 200GM,20150,0,1,0,310,72,279.8611111111111,0.0,9,Low,0
106,2021-09-23,2105,CAKE MAHAL BAKERS,M ZAI MARKET,1762,DEEN'S PIZZA CHEESE 200GM,24050,0,2,0,740,72,334.02777777777777,0.0,9,Low,0
107,2021-09-23,8992,PIZZA FLAME,IBRAHIM MARKET,1770,DEEN'S CHADDER CHEESE BLOCK 2K,14500,0,2,200,2700,10,1450.0,100.0,9,Low,1
107,2021-09-23,8992,PIZZA FLAME,IBRAHIM MARKET,1771,DEEN'S MOZRELLA CHEESE BLOCK,19250,0,2,150,3700,10,1925.0,75.0,9,Low,1
108,2021-09-24,2277,KHURSHEED GENERAL STORE,GUL BERG NO 2,1758,DEEN'S CHEDDAR 200GM,20150,0,2,0,620,72,279.8611111111111,0.0,9,Low,0
108,2021-09-24,2277,KHURSHEED GENERAL STORE,GUL BERG NO 2,1760,DEEN'S MOZARELLA 200GM,22425,0,2,0,690,72,311.4583333333333,0.0,9,Low,0
109,2021-09-24,2314,SHAH ZAIB GENERAL STORE,GUL BERG 2,1760,DEEN'S MOZARELLA 200GM,22425,0,2,0,690,72,311.4583333333333,0.0,9,Low,0
109,2021-09-24,2314,SHAH ZAIB GENERAL STORE,GUL BERG 2,1762,DEEN'S PIZZA CHEESE 200GM,24050,0,2,0,740,72,334.02777777777777,0.0,9,Low,0
110,2021-09-24,2190,RAFAY FAMILY MART,swati phattak,1760,DEEN'S MOZARELLA 200GM,22425,0,2,0,690,72,311.4583333333333,0.0,9,Low,0
110,2021-09-24,2190,RAFAY FAMILY MART,swati phattak,1762,DEEN'S PIZZA CHEESE 200GM,24050,0,1,0,370,72,334.02777777777777,0.0,9,Low,0
110,2021-09-24,2190,RAFAY FAMILY MART,swati phattak,1763,DEEN'S SLICE CHEESE 200GM,23600,0,6,0,1770,80,295.0,0.0,9,Low,0
110,2021-09-24,2190,RAFAY FAMILY MART,swati phattak,1772,DEEN'S SLICE CHEESE 1 KG,14400,0,1,0,900,16,900.0,0.0,9,Low,0
111,2021-09-24,3464,DAY & NIGHT,OLD BARA ROAD,1762,DEEN'S PIZZA CHEESE 200GM,24050,0,3,55,1055,72,334.02777777777777,18.333333333333332,9,Low,1
112,2021-09-24,9903,CHIL & GRILL 0312.9553655,MOHMAD ZAI,1770,DEEN'S CHADDER CHEESE BLOCK 2K,14500,0,1,100,1350,10,1450.0,100.0,9,Low,1
112,2021-09-24,9903,CHIL & GRILL 0312.9553655,MOHMAD ZAI,1771,DEEN'S MOZRELLA CHEESE BLOCK,19250,0,1,75,1850,10,1925.0,75.0,9,Low,1
113,2021-09-24,8992,PIZZA FLAME,IBRAHIM MARKET,1770,DEEN'S CHADDER CHEESE BLOCK 2K,14500,0,2,200,2700,10,1450.0,100.0,9,Low,1
113,2021-09-24,8992,PIZZA FLAME,IBRAHIM MARKET,1771,DEEN'S MOZRELLA CHEESE BLOCK,19250,0,2,150,3700,10,1925.0,75.0,9,Low,1
114,2021-09-24,2313,YOUNAS GENERAL STORE,GUL BERG 2,1758,DEEN'S CHEDDAR 200GM,20150,0,24,0,7440,72,279.8611111111111,0.0,9,Low,0
114,2021-09-24,2313,YOUNAS GENERAL STORE,GUL BERG 2,1760,DEEN'S MOZARELLA 200GM,22425,0,24,0,8280,72,311.4583333333333,0.0,9,Low,0
114,2021-09-24,2313,YOUNAS GENERAL STORE,GUL BERG 2,1762,DEEN'S PIZZA CHEESE 200GM,24050,0,24,0,8880,72,334.02777777777777,0.0,9,Low,0
114,2021-09-24,2313,YOUNAS GENERAL STORE,GUL BERG 2,1763,DEEN'S SLICE CHEESE 200GM,23600,0,24,0,7080,80,295.0,0.0,9,Low,0
114,2021-09-24,2313,YOUNAS GENERAL STORE,GUL BERG 2,1770,DEEN'S CHADDER CHEESE BLOCK 2K,14500,0,5,0,7250,10,1450.0,0.0,9,Low,0
114,2021-09-24,2313,YOUNAS GENERAL STORE,GUL BERG 2,1771,DEEN'S MOZRELLA CHEESE BLOCK,19250,0,5,0,9625,10,1925.0,0.0,9,Low,0
114,2021-09-24,2313,YOUNAS GENERAL STORE,GUL BERG 2,1772,DEEN'S SLICE CHEESE 1 KG,14400,0,5,0,4500,16,900.0,0.0,9,Low,0
114,2021-09-24,2313,YOUNAS GENERAL STORE,GUL BERG 2,1759,DEEN'S CHEDDAR 400GM,20700,0,6,0,3450,36,575.0,0.0,9,Low,0
114,2021-09-24,2313,YOUNAS GENERAL STORE,GUL BERG 2,1761,DEEN'S MOZARELLA 400GM,23400,0,6,0,3900,36,650.0,0.0,9,Low,0
115,2021-09-24,8992,PIZZA FLAME,IBRAHIM MARKET,1772,DEEN'S SLICE CHEESE 1 KG,14400,0,1,0,900,16,900.0,0.0,9,Low,0
116,2021-09-25,6544,CHATRAL,CAMPUS,1758,DEEN'S CHEDDAR 200GM,20150,0,4,0,1240,72,279.8611111111111,0.0,9,Low,0
116,2021-09-25,6544,CHATRAL,CAMPUS,1760,DEEN'S MOZARELLA 200GM,22425,0,4,0,1380,72,311.4583333333333,0.0,9,Low,0
116,2021-09-25,6544,CHATRAL,CAMPUS,1762,DEEN'S PIZZA CHEESE 200GM,24050,0,4,0,1480,72,334.02777777777777,0.0,9,Low,0
116,2021-09-25,6544,CHATRAL,CAMPUS,1763,DEEN'S SLICE CHEESE 200GM,23600,0,4,0,1180,80,295.0,0.0,9,Low,0
117,2021-09-25,9031,UNIVERSITY BAKERS 03335992712,PESHAWAR UNIVERSITY,1760,DEEN'S MOZARELLA 200GM,22425,0,2,0,690,72,311.4583333333333,0.0,9,Low,0
117,2021-09-25,9031,UNIVERSITY BAKERS 03335992712,PESHAWAR UNIVERSITY,1762,DEEN'S PIZZA CHEESE 200GM,24050,0,2,0,740,72,334.02777777777777,0.0,9,Low,0
118,2021-09-25,6511,USMAN GENERAL STORE,FAQERA ABAD,1758,DEEN'S CHEDDAR 200GM,20150,0,6,0,1860,72,279.8611111111111,0.0,9,Low,0
118,2021-09-25,6511,USMAN GENERAL STORE,FAQERA ABAD,1763,DEEN'S SLICE CHEESE 200GM,23600,0,6,0,1770,80,295.0,0.0,9,Low,0
118,2021-09-25,6511,USMAN GENERAL STORE,FAQERA ABAD,1772,DEEN'S SLICE CHEESE 1 KG,14400,0,1,27,873,16,900.0,27.0,9,Low,1
119,2021-09-25,2077,USAMA STORE,Gul Bahar,1760,DEEN'S MOZARELLA 200GM,22425,0,6,103,1967,72,311.4583333333333,17.166666666666668,9,Low,1
120,2021-09-25,2025,GUL G/S,Behram Market,1758,DEEN'S CHEDDAR 200GM,20150,0,1,0,310,72,279.8611111111111,0.0,9,Low,0
120,2021-09-25,2025,GUL G/S,Behram Market,1760,DEEN'S MOZARELLA 200GM,22425,0,1,0,345,72,311.4583333333333,0.0,9,Low,0
120,2021-09-25,2025,GUL G/S,Behram Market,1763,DEEN'S SLICE CHEESE 200GM,23600,0,1,0,295,80,295.0,0.0,9,Low,0
121,2021-09-25,8992,PIZZA FLAME,IBRAHIM MARKET,1770,DEEN'S CHADDER CHEESE BLOCK 2K,14500,0,5,500,6750,10,1450.0,100.0,9,Low,1
121,2021-09-25,8992,PIZZA FLAME,IBRAHIM MARKET,1771,DEEN'S MOZRELLA CHEESE BLOCK,19250,0,5,375,9250,10,1925.0,75.0,9,Low,1
122,2021-09-25,2393,SAAD QURESHI,PHASE 6,1758,DEEN'S CHEDDAR 200GM,20150,0,1,0,310,72,279.8611111111111,0.0,9,Low,0
122,2021-09-25,2393,SAAD QURESHI,PHASE 6,1760,DEEN'S MOZARELLA 200GM,22425,0,1,0,345,72,311.4583333333333,0.0,9,Low,0
123,2021-09-25,2323,AZIZ TD,SITARA MARKET,1770,DEEN'S CHADDER CHEESE BLOCK 2K,14500,0,4,400,5400,10,1450.0,100.0,9,Low,1
123,2021-09-25,2323,AZIZ TD,SITARA MARKET,1772,DEEN'S SLICE CHEESE 1 KG,14400,0,5,150,4350,16,900.0,30.0,9,Low,1
124,2021-09-27,9339,CHINA BAKERS,BOARD,1758,DEEN'S CHEDDAR 200GM,20150,0,2,0,620,72,279.8611111111111,0.0,9,Low,0
124,2021-09-27,9339,CHINA BAKERS,BOARD,1760,DEEN'S MOZARELLA 200GM,22425,0,2,0,690,72,311.4583333333333,0.0,9,Low,0
124,2021-09-27,9339,CHINA BAKERS,BOARD,1762,DEEN'S PIZZA CHEESE 200GM,24050,0,2,0,740,72,334.02777777777777,0.0,9,Low,0
124,2021-09-27,9339,CHINA BAKERS,BOARD,1763,DEEN'S SLICE CHEESE 200GM,23600,0,2,0,590,80,295.0,0.0,9,Low,0
125,2021-09-27,9927,RIYAN GENERAL STORE,DEFENCE,1758,DEEN'S CHEDDAR 200GM,20150,0,2,0,620,72,279.8611111111111,0.0,9,Low,0
125,2021-09-27,9927,RIYAN GENERAL STORE,DEFENCE,1760,DEEN'S MOZARELLA 200GM,22425,0,2,0,690,72,311.4583333333333,0.0,9,Low,0
125,2021-09-27,9927,RIYAN GENERAL STORE,DEFENCE,1762,DEEN'S PIZZA CHEESE 200GM,24050,0,2,0,740,72,334.02777777777777,0.0,9,Low,0
125,2021-09-27,9927,RIYAN GENERAL STORE,DEFENCE,1763,DEEN'S SLICE CHEESE 200GM,23600,0,2,0,590,80,295.0,0.0,9,Low,0
126,2021-09-27,9373,BANGASH G/S,DEFENCE,1758,DEEN'S CHEDDAR 200GM,20150,0,3,0,930,72,279.8611111111111,0.0,9,Low,0
126,2021-09-27,9373,BANGASH G/S,DEFENCE,1760,DEEN'S MOZARELLA 200GM,22425,0,2,0,690,72,311.4583333333333,0.0,9,Low,0
126,2021-09-27,9373,BANGASH G/S,DEFENCE,1762,DEEN'S PIZZA CHEESE 200GM,24050,0,2,0,740,72,334.02777777777777,0.0,9,Low,0
126,2021-09-27,9373,BANGASH G/S,DEFENCE,1763,DEEN'S SLICE CHEESE 200GM,23600,0,2,0,590,80,295.0,0.0,9,Low,0
127,2021-09-27,9417,GULNAWAZ,DEFENCE,1758,DEEN'S CHEDDAR 200GM,20150,0,3,0,930,72,279.8611111111111,0.0,9,Low,0
127,2021-09-27,9417,GULNAWAZ,DEFENCE,1760,DEEN'S MOZARELLA 200GM,22425,0,3,0,1035,72,311.4583333333333,0.0,9,Low,0
128,2021-09-27,9300,MOTI MEHAL BAKERS,MINHASH TAWAR WARSAK ROAD,1760,DEEN'S MOZARELLA 200GM,22425,0,4,0,1380,72,311.4583333333333,0.0,9,Low,0
129,2021-09-27,2213,AL HAMRA SUPER STORE,DILZAQ ROAD,1760,DEEN'S MOZARELLA 200GM,22425,0,12,207,3933,72,311.4583333333333,17.25,9,Low,1
